x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	target
231.43368684909896	1.81112596210844	4.873678644000708	0.0	1.993484158104223	13886.021210945937	3.372007917355164	3.1817419840072727	2.988699188675912	6943.010605472969	1.603899716345012
344.41903609203723	3.5757241300560976	3.5271327307939777	4.788772541399134	2.8535657801330885	20665.142165522233	5.251471878835423	1.7255232250718406	2.6284786495846864	10332.571082761116	258.829963476518
300.00312822127427	3.6980205592228566	3.5839926864467766	1.9897279158786285	4.358563171657201	18000.187693276457	3.6889759000863878	3.5933227365833695	3.1591161616765038	9000.093846638229	217.8924710662096
353.10421969654857	2.2331810291516687	1.2031428048912187	4.112392043500765	2.8331919670475214	21186.253181792916	2.889753856027764	5.316668138714512	4.442481262233017	10593.126590896458	277.36048405274033
323.32946987524554	3.0509286619854645	2.204021185742616	3.318635647716691	3.780177383753731	19399.768192514734	1.8584676091047365	4.721211478959098	4.76439141733873	9699.884096257367	198.64199597769144
279.47523880020515	3.3949924460146006	2.3574099038679397	3.4553610841992763	3.6265847197979095	16768.51432801231	2.0982970422384497	4.097666134392545	3.4144482659202544	8384.257164006154	191.63027528095648
205.80088274032974	1.8611658818541812	4.869882885640364	2.9718605056245146	3.3153621204888477	12348.052964419785	3.185719641172454	1.202035162308972	4.743624392165101	6174.0264822098925	153.18647687369403
468.2540629135188	2.641050462910278	3.4403270356425426	4.404431092224032	3.7033708143323434	28095.243774811126	2.8559537432073125	1.8054051888896332	2.2597586890211216	14047.621887405563	259.1152678697307
395.28822181579625	3.356941974361931	4.792419315591595	1.7071531693334503	2.492780803512519	23717.293308947774	3.3087858214791814	2.1166252482312036	3.5735813520486643	11858.646654473887	32.76320298950637
196.09629413981781	2.549359270187828	1.7157421691443338	3.8914685180277333	2.17118257374292	11765.777648389068	3.4846067893917643	4.113724668349217	5.087904336116738	5882.888824194534	125.41727304545743
362.53327890083796	2.3013875537417174	3.607865586165921	1.173825240029196	3.910939888899111	21751.996734050277	2.182053818180121	3.2085725919749795	1.9367978395642194	10875.998367025139	70.97032497559736
331.2833577288465	2.262503624286765	2.971392404775701	3.7202471658154646	2.7312509412143253	19877.00146373079	3.6185678331139246	2.763609893303956	4.278807284326971	9938.500731865395	157.2499602228877
277.78496472566104	3.5555146726643465	2.2284362197346486	3.4832296116351067	2.6789798108280998	16667.097883539664	1.828963638733781	2.7755375864988157	1.5163495075560398	8333.548941769832	197.47779392409538
333.8344889417113	3.502322612248962	3.5373876171336485	2.53921424619172	1.777752391936954	20030.06933650268	3.0066802066939258	4.209912330601962	2.849159186936915	10015.03466825134	200.15816635765964
349.1760190414949	3.71510026098086	5.107041851213829	2.561242618490582	2.5269159220427047	20950.561142489692	3.8978209487029023	3.5877155495660484	3.5343398133677537	10475.280571244846	123.76032174580675
354.9069108961132	3.588849045430744	3.259701273134466	1.8930819179633596	3.0572840037163935	21294.41465376679	2.46296261466676	1.531098947412447	3.4121327781970145	10647.207326883396	115.74587242802929
272.39788899687005	2.7184073129158044	4.820839485799785	5.540165463688323	4.694651817186774	16343.873339812202	2.959482731208565	4.650614780254653	2.795764818668301	8171.936669906101	334.71082517685534
